ScientificName1974,CommonName1974,Alternate name,Family1974,ScientificName2023,CommonName2023,Alternate name,Family2023
,,,,Zosterops tenuirostris,Slender-billed White-eye,Zostérops à bec fin,Zosteropidae
Zosterops albogularis,Norfolk Island White-eye,,Zosteropidae,Zosterops albogularis,White-chested White-eye,Zostérops à poitrine blanche,Zosteropidae
Zosterops inornata,Large Lifu White-eye,,Zosteropidae,Zosterops inornatus,Large Lifou White-eye,Zostérops de Lifu,Zosteropidae
Zosterops minuta,Small Lifu White-eye,,Zosteropidae,Zosterops minutus,Small Lifou White-eye,Zostérops minute,Zosteropidae
,,,,Zosterops finschii,Dusky White-eye,Zostérops de Finsch,Zosteropidae
Zosterops cinerea,Gray-brown White-eye,,Zosteropidae,,,,
,,,,Zosterops cinereus,Kosrae White-eye,Zostérops cendré,Zosteropidae
,,,,Zosterops ponapensis,Pohnpei White-eye,Zostérops gris-brun,Zosteropidae
Rukia oleaginea,Large Yap White-eye,,Zosteropidae,Zosterops oleagineus,Yap White-eye,Zostérops de Yap,Zosteropidae
Rukia ruki,Large Truk White-eye,,Zosteropidae,Rukia ruki,Truk White-eye,Zostérops de Truk,Zosteropidae
Rukia longirostra,Large Ponape White-eye,,Zosteropidae,Rukia longirostra,Long-billed White-eye,Zostérops de Ponapé,Zosteropidae
Rukia sanfordi,Ponape White-eye,,Zosteropidae,,,,
Cleptornis marchei,Golden Honeyeater,,Meliphagidae,Cleptornis marchei,Golden White-eye,Zostérops doré,Zosteropidae
Tephrozosterops stalkeri,Stalker's White-eye,,Zosteropidae,Tephrozosterops stalkeri,Rufescent White-eye,Zostérops de Stalker,Zosteropidae
Madanga ruficollis,Buru Mountain White-eye,,Zosteropidae,Anthus ruficollis,Madanga,Madanga à gorge rousse,Motacillidae
Lophozosterops javanica,Javan Gray-throated White-eye,,Zosteropidae,Heleia javanica,Javan Gray-throated White-eye,Zostérops javanais,Zosteropidae
Lophozosterops squamiceps,Celebes Gray-throated White-eye,,Zosteropidae,Heleia squamiceps,Streak-headed White-eye,Zostérops à tête rayée,Zosteropidae
Lophozosterops goodfellowi,Goodfellow's White-eye,,Zosteropidae,Heleia goodfellowi,Mindanao White-eye,Zostérops de Goodfellow,Zosteropidae
Lophozosterops superciliaris,Sunda White-eye,,Zosteropidae,Heleia superciliaris,White-browed White-eye,Zostérops à sourcils,Zosteropidae
Lophozosterops pinaiae,Ceram White-eye,,Zosteropidae,Heleia pinaiae,Gray-hooded White-eye,Zostérops à froc gris,Zosteropidae
Lophozosterops dohertyi,Doherty's White-eye,,Zosteropidae,Heleia dohertyi,Dark-crowned White-eye,Zostérops de Doherty,Zosteropidae
Oculocincta squamifrons,Pygmy White-eye,,Zosteropidae,Heleia squamifrons,Pygmy White-eye,Zostérops pygmée,Zosteropidae
Heleia crassirostris,Sunda Mountain White-eye,,Zosteropidae,Heleia crassirostris,Flores White-eye,Zostérops à bec fort,Zosteropidae
Chlorocharis emiliae,Mountain Black-eye,,Zosteropidae,Zosterops emiliae,Mountain Black-eye,Zostérops à lunettes noires,Zosteropidae
Woodfordia superciliosa,Woodford's White-eye,,Zosteropidae,Zosterops superciliosus,Bare-eyed White-eye,Zostérops de Woodford,Zosteropidae
Woodfordia lacertosa,Sanford's White-eye,,Zosteropidae,Zosterops lacertosus,Sanford's White-eye,Zostérops de Sanford,Zosteropidae
Rukia palauensis,Palau White-eye,,Zosteropidae,Megazosterops palauensis,Giant White-eye,Zostérops des Palau,Zosteropidae
Hypocryptadius cinnamomeus,Cinnamon White-eye,,Zosteropidae,Hypocryptadius cinnamomeus,Cinnamon Ibon,Ibon cannelle,Passeridae
Tesia castaneocoronata,Chestnut-headed Tesia,,Sylviidae,Cettia castaneocoronata,Chestnut-headed Tesia,Bouscarle à tête marron,Scotocercidae
Tesia olivea,Slaty-bellied Tesia,,Sylviidae,Tesia olivea,Slaty-bellied Tesia,Tésie à ventre ardoise,Scotocercidae
Tesia cyaniventer,Gray-bellied Tesia,,Sylviidae,Tesia cyaniventer,Gray-bellied Tesia,Tésie à sourcils jaunes,Scotocercidae
,,,,Tesia superciliaris,Javan Tesia,Tésie de Java,Scotocercidae
,,,,Tesia everetti,Russet-capped Tesia,Tésie d'Everett,Scotocercidae
,,,,Urosphena subulata,Timor Stubtail,Bouscarle de Timor,Scotocercidae
Cettia whiteheadi,Short-tailed Bush-Warbler,,Sylviidae,Urosphena whiteheadi,Bornean Stubtail,Bouscarle de Bornéo,Scotocercidae
Cettia squameiceps,Stub-tailed Bush-Warbler,,Sylviidae,Urosphena squameiceps,Asian Stubtail,Bouscarle de Swinhoe,Scotocercidae
Cettia pallidipes,Pale-footed Bush-Warbler,,Sylviidae,Hemitesia pallidipes,Pale-footed Bush Warbler,Bouscarle à pattes claires,Scotocercidae
Cettia canturians,Manchurian Bush-Warbler,,Sylviidae,,,,
Cettia diphone,Japanese Bush Warbler,,Sylviidae,,,,
,,,,Horornis diphone,Japanese Bush Warbler,Bouscarle chanteuse,Scotocercidae
,,,,Horornis canturians,Manchurian Bush Warbler,Bouscarle mandchoue,Scotocercidae
,,,,Horornis seebohmi,Philippine Bush Warbler,Bouscarle de Luçon,Scotocercidae
Psamathia annae,Palau Warbler,,Sylviidae,Horornis annae,Palau Bush Warbler,Bouscarle des Palau,Scotocercidae
Vitia parens,Shade Warbler,,Sylviidae,Horornis parens,Shade Warbler,Bouscarle de San Cristobal,Scotocercidae
Vitia ruficapilla,Fiji Warbler,,Sylviidae,Horornis ruficapilla,Fiji Bush Warbler,Bouscarle des Fidji,Scotocercidae
,,,,Horornis haddeni,Odedi,Bouscarle de Bougainville,Scotocercidae
,,,,Horornis carolinae,Tanimbar Bush Warbler,Bouscarle des Tanimbar,Scotocercidae
Cettia fortipes,Brownish-flanked Bush-Warbler,,Sylviidae,,,,
,,,,Horornis fortipes,Brownish-flanked Bush Warbler,Bouscarle de montagne,Scotocercidae
Cettia major,Large Bush-Warbler,,Sylviidae,Cettia major,Chestnut-crowned Bush Warbler,Grande Bouscarle,Scotocercidae
,,,,Horornis flavolivaceus,Aberrant Bush Warbler,Bouscarle jaune et vert,Scotocercidae
Cettia flavolivaceus,Aberrant Bush-Warbler,,Sylviidae,,,,
Cettia acanthizoides,Yellowish-bellied Bush-Warbler,,Sylviidae,,,,
,,,,Horornis acanthizoides,Yellowish-bellied Bush Warbler,Bouscarle de Verreaux,Scotocercidae
,,,,Horornis brunnescens,Hume's Bush Warbler,Bouscarle de Hume,Scotocercidae
Cettia brunnifrons,Gray-sided Bush-Warbler,,Sylviidae,Cettia brunnifrons,Gray-sided Bush Warbler,Bouscarle à couronne brune,Scotocercidae
Cettia cetti,Cetti's Warbler,,Sylviidae,Cettia cetti,Cetti's Warbler,Bouscarle de Cetti,Scotocercidae
Bradypterus baboecala,Little Rush-Warbler,,Sylviidae,,,,
,,,,Bradypterus baboecala,Little Rush Warbler,Mégalure caqueteuse,Locustellidae
,,,,Bradypterus centralis,Highland Rush Warbler,Mégalure de Neumann,Locustellidae
Bradypterus grandis,Giant Swamp-Warbler,,Sylviidae,Bradypterus grandis,Dja River Swamp Warbler,Mégalure du Dja,Locustellidae
Bradypterus carpalis,White-winged Warbler,,Sylviidae,Bradypterus carpalis,White-winged Swamp Warbler,Mégalure à ailes blanches,Locustellidae
Bradypterus graueri,Grauer's Rush-Warbler,,Sylviidae,Bradypterus graueri,Grauer's Swamp Warbler,Mégalure de Grauer,Locustellidae
Bradypterus alfredi,Bamboo Warbler,,Sylviidae,Locustella alfredi,Bamboo Warbler,Locustelle des bambous,Locustellidae
Bradypterus sylvaticus,Knysna Scrub-Warbler,,Sylviidae,Bradypterus sylvaticus,Knysna Warbler,Mégalure de Knysna,Locustellidae
,,,,Bradypterus lopezi,Evergreen-forest Warbler,Mégalure de Lopes,Locustellidae
Bradypterus camerunensis,Cameroon Swamp Warbler,,Sylviidae,,,,
Bradypterus barratti,Barratt's Scrub-Warbler,,Sylviidae,Bradypterus barratti,Barratt's Warbler,Mégalure des fourrés,Locustellidae
Bradypterus cinnamomeus,Cinnamon Bracken-Warbler,,Sylviidae,Bradypterus cinnamomeus,Cinnamon Bracken-Warbler,Mégalure cannelle,Locustellidae
Bradypterus manengubae,Manenguba Mountain Forest Warbler,,Sylviidae,,,,
,,,,Bradypterus bangwaensis,Bangwa Warbler,Mégalure du Cameroun,Locustellidae
Bradypterus victorini,Victorin's Bush-Warbler,,Sylviidae,Cryptillas victorini,Victorin's Warbler,Cryptille de Victorin,Macrosphenidae
Bradypterus thoracicus,Spotted Bush-Warbler,,Sylviidae,,,,
,,,,Locustella thoracica,Spotted Bush Warbler,Locustelle de Blyth,Locustellidae
,,,,Locustella kashmirensis,West Himalayan Bush Warbler,Locustelle du Cachemire,Locustellidae
,,,,Locustella davidi,Baikal Bush Warbler,Locustelle de David,Locustellidae
,,,,Locustella major,Long-billed Bush Warbler,Locustelle à long bec,Locustellidae
Bradypterus taczanowskius,Chinese Bush-Warbler,,Sylviidae,Locustella tacsanowskia,Chinese Bush Warbler,Locustelle de Taczanowski,Locustellidae
Bradypterus luteoventris,Brown Bush-Warbler,,Sylviidae,,,,
,,,,Locustella luteoventris,Brown Bush Warbler,Locustelle russule,Locustellidae
,,,,Locustella alishanensis,Taiwan Bush Warbler,Locustelle de Taïwan,Locustellidae
Bradypterus seebohmi,Russet Bush-Warbler,,Sylviidae,,,,
,,,,Locustella mandelli,Russet Bush Warbler,Locustelle de Mandelli,Locustellidae
,,,,Locustella idonea,Dalat Bush Warbler,Locustelle du Langbian,Locustellidae
,,,,Locustella seebohmi,Benguet Bush Warbler,Locustelle de Seebohm,Locustellidae
,,,,Locustella chengi,Sichuan Bush Warbler,Locustelle de Cheng,Locustellidae
Bradypterus montes,Javanese Scrub Warbler,,Sylviidae,Locustella montis,Javan Bush Warbler,Locustelle de Java,Locustellidae
,,,,Elaphrornis palliseri,Sri Lanka Bush Warbler,Mégalure de Ceylan,Locustellidae
Bradypterus caudatus,Long-tailed Ground-Warbler,,Sylviidae,Locustella caudata,Long-tailed Bush Warbler,Locustelle à longue queue,Locustellidae
Bradypterus accentor,Kinabalu Friendly Warbler,,Sylviidae,Locustella accentor,Friendly Bush Warbler,Locustelle du Kinabalu,Locustellidae
,,,,Locustella castanea,Sulawesi Bush Warbler,Locustelle marron,Locustellidae
,,,,Locustella disturbans,Buru Bush Warbler,Locustelle de Buru,Locustellidae
,,,,Locustella musculus,Seram Bush Warbler,Locustelle de Céram,Locustellidae
,,,,Locustella portenta,Taliabu Bush Warbler,Locustelle de Taliabu,Locustellidae
Dromaeocercus brunneus,Brown Emu-tail,,Sylviidae,Bradypterus brunneus,Brown Emutail,Mégalure de Sharpe,Locustellidae
Bathmocercus cerviniventris,Black-capped Warbler,,Sylviidae,Bathmocercus cerviniventris,Black-capped Rufous-Warbler,Bathmocerque à capuchon,Cisticolidae
Bathmocercus rufus,Black-faced Warbler,,Sylviidae,Bathmocercus rufus,Black-faced Rufous-Warbler,Bathmocerque à face noire,Cisticolidae
Bathmedonia rufa,Black-faced Rufous Warbler,,Sylviidae,Bathmocercus rufus,Black-faced Rufous-Warbler,Bathmocerque à face noire,Cisticolidae
Bathmocercus winifredae,Mrs. Moreau's Warbler,,Sylviidae,Scepomycter winifredae,Mrs. Moreau's Warbler,Cisticole de Winifred,Cisticolidae
,,,,Nesillas aldabrana,Aldabra Brush-Warbler,Nésille d'Aldabra,Acrocephalidae
Nesillas typica,Madagascar Brush-Warbler,,Sylviidae,,,,
,,,,Nesillas lantzii,Subdesert Brush-Warbler,Nésille de Lantz,Acrocephalidae
,,,,Nesillas typica,Malagasy Brush-Warbler,Nésille malgache,Acrocephalidae
,,,,Nesillas brevicaudata,Grande Comore Brush-Warbler,Nésille de Grande Comore,Acrocephalidae
,,,,Nesillas mariae,Moheli Brush-Warbler,Nésille de Mohéli,Acrocephalidae
Thamnornis chloropetoides,Kiritika,,Sylviidae,Thamnornis chloropetoides,Thamnornis,Kiritika malgache,Bernieridae
Melocichla mentalis,African Moustached Warbler,,Sylviidae,Melocichla mentalis,Moustached Grass-Warbler,Mélocichle à moustaches,Macrosphenidae
Achaetops pycnopygius,Damara Rock-jumper,,Sylviidae,Achaetops pycnopygius,Rockrunner,Achétopse à flancs roux,Macrosphenidae
Sphenoeacus afer,Cape Grass Bird,,Sylviidae,Sphenoeacus afer,Cape Grassbird,Sphénoèque du Cap,Macrosphenidae
Dromaeocercus seebohmi,Gray Emu-tail,,Sylviidae,Bradypterus seebohmi,Gray Emutail,Mégalure tachetée,Locustellidae
Megalurus pryeri,Japanese Marsh Warbler,,Sylviidae,Helopsaltes pryeri,Marsh Grassbird,Locustelle du Japon,Locustellidae
Megalurus timoriensis,Tawny Marshbird,,Sylviidae,,,,
,,,,Cincloramphus timoriensis,Tawny Grassbird,Mégalure fauve,Locustellidae
,,,,Cincloramphus macrurus,Papuan Grassbird,Mégalure papoue,Locustellidae
Megalurus palustris,Striated Marsh Warbler,,Sylviidae,Megalurus palustris,Striated Grassbird,Mégalure des marais,Locustellidae
Megalurus albolimbatus,Fly River Grass Warbler,,Sylviidae,Poodytes albolimbatus,Fly River Grassbird,Mégalure à ventre blanc,Locustellidae
Megalurus gramineus,Little Grassbird,,Sylviidae,Poodytes gramineus,Little Grassbird,Mégalure menue,Locustellidae
Bowdleria punctata,Fernbird,,Sylviidae,,,,
,,,,Poodytes punctatus,New Zealand Fernbird,Mégalure matata,Locustellidae
,,,,Poodytes rufescens,Chatham Islands Fernbird,Mégalure des Chatham,Locustellidae
Cincloramphus cruralis,Brown Songlark,,Sylviidae,Cincloramphus cruralis,Brown Songlark,Mégalure brune,Locustellidae
Cincloramphus mathewsi,Rufous Songlark,,Sylviidae,Cincloramphus mathewsi,Rufous Songlark,Mégalure de Mathews,Locustellidae
Eremiornis carteri,Spinifex Bird,,Sylviidae,Poodytes carteri,Spinifexbird,Mégalure du spinifex,Locustellidae
,,,,Cincloramphus bivittatus,Buff-banded Bushbird,Mégalure de Timor,Locustellidae
Megalurulus mariei,New Caledonian Grass Warbler,,Sylviidae,Cincloramphus mariae,New Caledonian Grassbird,Mégalure calédonienne,Locustellidae
,,,,Cincloramphus grosvenori,Bismarck Thicketbird,Mégalure de Gilliard,Locustellidae
,,,,Cincloramphus llaneae,Bougainville Thicketbird,Mégalure de Bougainville,Locustellidae
Cichlornis whitneyi,Thicket Warbler,,Sylviidae,,,,
,,,,Cincloramphus whitneyi,Santo Thicketbird,Mégalure de Whitney,Locustellidae
,,,,Cincloramphus turipavae,Guadalcanal Thicketbird,Mégalure de Guadalcanal,Locustellidae
,,,,Cincloramphus rubiginosus,Rusty Thicketbird,Mégalure rubigineuse,Locustellidae
Trichocichla rufa,Long-legged Warbler,,Sylviidae,Cincloramphus rufus,Long-legged Thicketbird,Mégalure des Fidji,Locustellidae
,,,,Schoenicola striatus,Bristled Grassbird,Mégalure rayée,Locustellidae
Graminicola bengalensis,Large Grass-Warbler,,Sylviidae,,,,
,,,,Graminicola bengalensis,Indian Grassbird,Grande Graminicole,Pellorneidae
,,,,Graminicola striatus,Chinese Grassbird,Graminicole de Chine,Pellorneidae
,,,,Catriscus brevirostris,Fan-tailed Grassbird,Mégalure à bec court,Locustellidae
Schoenicola brevirostris,African Fan-tailed Grassbird,,Sylviidae,,,,
,,,,Schoenicola platyurus,Broad-tailed Grassbird,Mégalure à queue large,Locustellidae
Locustella lanceolata,Lanceolated Warbler,,Sylviidae,Locustella lanceolata,Lanceolated Warbler,Locustelle lancéolée,Locustellidae
Locustella naevia,Pale Grasshopper-Warbler,,Sylviidae,Locustella naevia,Common Grasshopper Warbler,Locustelle tachetée,Locustellidae
Locustella certhiola,Pallas' Warbler,,Sylviidae,Helopsaltes certhiola,Pallas's Grasshopper Warbler,Locustelle de Pallas,Locustellidae
Locustella ochotensis,Middendorff's Warbler,,Sylviidae,Helopsaltes ochotensis,Middendorff's Grasshopper Warbler,Locustelle de Middendorff,Locustellidae
,,,,Helopsaltes pleskei,Pleske's Grasshopper Warbler,Locustelle de Pleske,Locustellidae
Locustella fluviatilis,River Warbler,,Sylviidae,Locustella fluviatilis,River Warbler,Locustelle fluviatile,Locustellidae
Locustella luscinioides,Savi's Warbler,,Sylviidae,Locustella luscinioides,Savi's Warbler,Locustelle luscinioïde,Locustellidae
Locustella fasciolata,Gray's Grasshopper-Warbler,,Sylviidae,,,,
,,,,Helopsaltes fasciolatus,Gray's Grasshopper Warbler,Locustelle fasciée,Locustellidae
,,,,Helopsaltes amnicola,Sakhalin Grasshopper Warbler,Locustelle amnicole,Locustellidae
Lusciniola melanopogon,Eurasian Moustached Warbler,,Sylviidae,Acrocephalus melanopogon,Moustached Warbler,Lusciniole à moustaches,Acrocephalidae
Acrocephalus paludicola,Aquatic Warbler,,Sylviidae,Acrocephalus paludicola,Aquatic Warbler,Phragmite aquatique,Acrocephalidae
Acrocephalus schoenobaenus,European Sedge Warbler,,Sylviidae,Acrocephalus schoenobaenus,Sedge Warbler,Phragmite des joncs,Acrocephalidae
Acrocephalus sorghophilus,Speckled Reed-Warbler,,Sylviidae,Acrocephalus sorghophilus,Streaked Reed Warbler,Rousserolle sorghophile,Acrocephalidae
Acrocephalus bistrigiceps,Black-browed Reed-Warbler,,Sylviidae,,,,
,,,,Acrocephalus bistrigiceps,Black-browed Reed Warbler,Rousserolle de Schrenck,Acrocephalidae
,,,,Acrocephalus tangorum,Manchurian Reed Warbler,Rousserolle mandchoue,Acrocephalidae
Acrocephalus agricola,Paddyfield Warbler,,Sylviidae,Acrocephalus agricola,Paddyfield Warbler,Rousserolle isabelle,Acrocephalidae
Acrocephalus concinens,Blunt-winged Warbler,,Sylviidae,Acrocephalus concinens,Blunt-winged Warbler,Rousserolle de Swinhoe,Acrocephalidae
,,,,Acrocephalus scirpaceus,Common Reed Warbler,Rousserolle effarvatte,Acrocephalidae
Acrocephalus scirpaceus,European Reed-Warbler,,Sylviidae,,,,
Acrocephalus baeticatus,African Reed-Warbler,,Sylviidae,,,,
Acrocephalus dumetorum,Blyth's Reed-Warbler,,Sylviidae,Acrocephalus dumetorum,Blyth's Reed Warbler,Rousserolle des buissons,Acrocephalidae
Acrocephalus palustris,European Marsh-Warbler,,Sylviidae,Acrocephalus palustris,Marsh Warbler,Rousserolle verderolle,Acrocephalidae
Acrocephalus arundinaceus,Great Reed-Warbler,,Sylviidae,,,,
,,,,Acrocephalus arundinaceus,Great Reed Warbler,Rousserolle turdoïde,Acrocephalidae
,,,,Acrocephalus orientalis,Oriental Reed Warbler,Rousserolle d'Orient,Acrocephalidae
Acrocephalus stentoreus,Clamorous Reed-Warbler,,Sylviidae,,,,
,,,,Acrocephalus stentoreus,Clamorous Reed Warbler,Rousserolle stentor,Acrocephalidae
,,,,Acrocephalus orinus,Large-billed Reed Warbler,Rousserolle à grand bec,Acrocephalidae
Acrocephalus griseldis,Basra Reed Warbler,,Sylviidae,Acrocephalus griseldis,Basra Reed Warbler,Rousserolle d'Irak,Acrocephalidae
,,,,Acrocephalus australis,Australian Reed Warbler,Rousserolle d'Australie,Acrocephalidae
Acrocephalus australis,Australian Reed Warbler,,Sylviidae,,,,
Acrocephalus luscinia,Nightingale Reed-Warbler,,Sylviidae,,,,
,,,,Acrocephalus luscinius,Nightingale Reed Warbler,Rousserolle rossignol,Acrocephalidae
,,,,Acrocephalus nijoi,Aguiguan Reed Warbler,Rousserolle d'Aguijan,Acrocephalidae
Acrocephalus yamashinae,Takatsukasa's Reed Warbler,,Sylviidae,Acrocephalus yamashinae,Pagan Reed Warbler,Rousserolle de Pagan,Acrocephalidae
,,,,Acrocephalus astrolabii,Mangareva Reed Warbler,Rousserolle de l'Astrolabe,Acrocephalidae
,,,,Acrocephalus hiwae,Saipan Reed Warbler,Rousserolle de Saipan,Acrocephalidae
Conopoderas syrinx,Kittlitz' Reed Warbler,,Sylviidae,Acrocephalus syrinx,Caroline Reed Warbler,Rousserolle des Carolines,Acrocephalidae
Acrocephalus rehsei,Finsch Reed-Warbler,,Sylviidae,Acrocephalus rehsei,Nauru Reed Warbler,Rousserolle de Nauru,Acrocephalidae
,,,,Acrocephalus familiaris,Millerbird,Rousserolle obscure,Acrocephalidae
Acrocephalus familiaris,Laysan Millerbird,,Sylviidae,,,,
,,,,Acrocephalus aequinoctialis,Kiritimati Reed Warbler,Rousserolle de la Ligne,Acrocephalidae
,,,,Acrocephalus caffer,Tahiti Reed Warbler,Rousserolle à long bec,Acrocephalidae
,,,,Acrocephalus longirostris,Moorea Reed Warbler,Rousserolle de Moorea,Acrocephalidae
,,,,Acrocephalus musae,Society Islands Reed Warbler,Rousserolle de Raiatea,Acrocephalidae
,,,,Acrocephalus mendanae,Southern Marquesan Reed Warbler,Rousserolle des Marquises,Acrocephalidae
,,,,Acrocephalus percernis,Northern Marquesan Reed Warbler,Rousserolle de Nuku Hiva,Acrocephalidae
,,,,Acrocephalus atyphus,Tuamotu Reed Warbler,Rousserolle des Tuamotu,Acrocephalidae
,,,,Acrocephalus kerearako,Cook Islands Reed Warbler,Rousserolle des Cook,Acrocephalidae
,,,,Acrocephalus vaughani,Pitcairn Reed Warbler,Rousserolle des Pitcairn,Acrocephalidae
,,,,Acrocephalus rimitarae,Rimitara Reed Warbler,Rousserolle de Rimatara,Acrocephalidae
,,,,Acrocephalus taiti,Henderson Island Reed Warbler,Rousserolle de Henderson,Acrocephalidae
Acrocephalus rufescens,Greater Swamp-Warbler,,Sylviidae,,,,
,,,,Acrocephalus rufescens,Greater Swamp Warbler,Rousserolle des cannes,Acrocephalidae
Calamocichla foxi,Fox's Swamp Warbler,,Sylviidae,,,,
Acrocephalus brevipennis,Cape Verde Warbler,,Sylviidae,Acrocephalus brevipennis,Cape Verde Swamp Warbler,Rousserolle du Cap-Vert,Acrocephalidae
Acrocephalus gracilirostris,Lesser Swamp-Warbler,,Sylviidae,Acrocephalus gracilirostris,Lesser Swamp Warbler,Rousserolle à bec fin,Acrocephalidae
Calamocichla leptorhyncha,Zulu Swamp Warbler,,Sylviidae,,,,
Calamocichla newtoni,Madagascar Swamp-Warbler,,Sylviidae,Acrocephalus newtoni,Madagascar Swamp Warbler,Rousserolle de Newton,Acrocephalidae
Phragmaticola aëdon,Thick-billed Warbler,,Sylviidae,Arundinax aedon,Thick-billed Warbler,Rousserolle à gros bec,Acrocephalidae
,,,,Acrocephalus rodericanus,Rodrigues Warbler,Rousserolle de Rodrigues,Acrocephalidae
,,,,Acrocephalus sechellensis,Seychelles Warbler,Rousserolle des Seychelles,Acrocephalidae
Hippolais caligata,Booted Warbler,,Sylviidae,,,,
,,,,Iduna caligata,Booted Warbler,Hypolaïs bottée,Acrocephalidae
,,,,Iduna rama,Sykes's Warbler,Hypolaïs rama,Acrocephalidae
Hippolais pallida,Olivaceous Warbler,,Sylviidae,,,,
,,,,Iduna pallida,Eastern Olivaceous Warbler,Hypolaïs pâle,Acrocephalidae
,,,,Iduna opaca,Western Olivaceous Warbler,Hypolaïs obscure,Acrocephalidae
Hippolais languida,Upcher's Warbler,,Sylviidae,Hippolais languida,Upcher's Warbler,Hypolaïs d'Upcher,Acrocephalidae
Hippolais olivetorum,Olive Tree Warbler,,Sylviidae,Hippolais olivetorum,Olive-tree Warbler,Hypolaïs des oliviers,Acrocephalidae
Hippolais polyglotta,Melodious Warbler,,Sylviidae,Hippolais polyglotta,Melodious Warbler,Hypolaïs polyglotte,Acrocephalidae
Hippolais icterina,Icterine Warbler,,Sylviidae,Hippolais icterina,Icterine Warbler,Hypolaïs ictérine,Acrocephalidae
Chloropeta natalensis,Natal Yellow Warbler,,Muscicapidae,Iduna natalensis,African Yellow-Warbler,Hypolaïs jaune,Acrocephalidae
Chloropeta similis,Mountain Yellow Warbler,,Muscicapidae,Iduna similis,Mountain Yellow-Warbler,Hypolaïs de montagne,Acrocephalidae
Chloropeta gracilirostris,Yellow Swamp-Warbler,,Sylviidae,Calamonastides gracilirostris,Papyrus Yellow-Warbler,Jaunerolle aquatique,Acrocephalidae
Cisticola erythrops,Red-faced Cisticola,,Sylviidae,Cisticola erythrops,Red-faced Cisticola,Cisticole à face rousse,Cisticolidae
Cisticola cantans,Singing Cisticola,,Sylviidae,Cisticola cantans,Singing Cisticola,Cisticole chanteuse,Cisticolidae
Cisticola lateralis,Whistling Cisticola,,Sylviidae,Cisticola lateralis,Whistling Cisticola,Cisticole siffleuse,Cisticolidae
Cisticola anonyma,Chattering Cisticola,,Sylviidae,Cisticola anonymus,Chattering Cisticola,Cisticole babillarde,Cisticolidae
Cisticola woosnami,Trilling Cisticola,,Sylviidae,Cisticola woosnami,Trilling Cisticola,Cisticole de Woosnam,Cisticolidae
Cisticola bulliens,Bubbling Cisticola,,Sylviidae,Cisticola bulliens,Bubbling Cisticola,Cisticole murmure,Cisticolidae
Cisticola dicolor,Brown-backed Cisticola,,Sylviidae,,,,
,,,,Cisticola chubbi,Chubb's Cisticola,Cisticole de Chubb,Cisticolidae
Cisticola chubbi,Chubb's Cisticola,,Sylviidae,,,,
Cisticola hunteri,Hunter's Cisticola,,Sylviidae,Cisticola hunteri,Hunter's Cisticola,Cisticole de Hunter,Cisticolidae
Cisticola nigriloris,Black-lored Cisticola,,Sylviidae,Cisticola nigriloris,Black-lored Cisticola,Cisticole masquée,Cisticolidae
Cisticola emini,Rock-loving Cisticola,,Sylviidae,,,,
,,,,Cisticola aberrans,Rock-loving Cisticola,Cisticole paresseuse,Cisticolidae
Cisticola aberrans,Lazy Cisticola,,Sylviidae,,,,
,,,,Cisticola bodessa,Boran Cisticola,Cisticole des Borans,Cisticolidae
Cisticola chiniana,Rattling Cisticola,,Sylviidae,Cisticola chiniana,Rattling Cisticola,Cisticole grinçante,Cisticolidae
Cisticola cinereola,Ashy Cisticola,,Sylviidae,Cisticola cinereolus,Ashy Cisticola,Cisticole cendrée,Cisticolidae
Cisticola ruficeps,Red-pate Cisticola,,Sylviidae,,,,
,,,,Cisticola ruficeps,Red-pate Cisticola,Cisticole à tête rousse,Cisticolidae
,,,,Cisticola guinea,Dorst's Cisticola,Cisticole de Dorst,Cisticolidae
Cisticola rufilata,Gray Cisticola,,Sylviidae,Cisticola rufilatus,Tinkling Cisticola,Cisticole grise,Cisticolidae
Cisticola subruficapilla,Gray-backed Cisticola,,Sylviidae,Cisticola subruficapilla,Red-headed Cisticola,Cisticole à dos gris,Cisticolidae
Cisticola lais,Wailing Cisticola,,Sylviidae,Cisticola lais,Wailing Cisticola,Cisticole plaintive,Cisticolidae
,,,,Cisticola restrictus,Tana River Cisticola,Cisticole du Tana,Cisticolidae
Cisticola njombe,Churring Cisticola,,Sylviidae,Cisticola njombe,Churring Cisticola,Cisticole njombé,Cisticolidae
Cisticola galactotes,Winding Cisticola,,Sylviidae,,,,
,,,,Cisticola galactotes,Rufous-winged Cisticola,Cisticole roussâtre,Cisticolidae
,,,,Cisticola marginatus,Winding Cisticola,Cisticole du Nil,Cisticolidae
,,,,Cisticola lugubris,Ethiopian Cisticola,Cisticole d'Éthiopie,Cisticolidae
,,,,Cisticola haematocephalus,Coastal Cisticola,Cisticole côtière,Cisticolidae
,,,,Cisticola luapula,Luapula Cisticola,Cisticole du Luapula,Cisticolidae
,,,,Cisticola anderseni,White-tailed Cisticola,Cisticole d'Andersen,Cisticolidae
,,,,Cisticola bakerorum,Kilombero Cisticola,Cisticole des Baker,Cisticolidae
Cisticola pipiens,Chirping Cisticola,,Sylviidae,Cisticola pipiens,Chirping Cisticola,Cisticole pépiante,Cisticolidae
Cisticola carruthersi,Carruthers' Cisticola,,Sylviidae,Cisticola carruthersi,Carruthers's Cisticola,Cisticole de Carruthers,Cisticolidae
