CommonName,ScientificName2023,Notes
Belted Kingfisher,Megaceryle alcyon,
,,
PICIFORMES: Picidae,,
Yellow-bellied Sapsucker,Sphyrapicus varius,
Red-breasted Sapsucker,Sphyrapicus ruber,
American Three-toed Woodpecker,Picoides dorsalis,
Black-backed Woodpecker,Picoides arcticus,
Downy Woodpecker,Dryobates pubescens,
Hairy Woodpecker,Dryobates villosus,
Northern Flicker,Colaptes auratus,
,,
FALCONIFORMES: Falconidae,,
American Kestrel,Falco sparverius,
Merlin,Falco columbarius,
Gyrfalcon,Falco rusticolus,
Peregrine Falcon,Falco peregrinus,
,,
PASSERIFORMES: Tyrannidae,,
Olive-sided Flycatcher,Contopus cooperi,
Western Wood-Pewee,Contopus sordidulus,
Yellow-bellied Flycatcher,Empidonax flaviventris,Rare/Accidental
Alder Flycatcher,Empidonax alnorum,
Willow Flycatcher,Empidonax traillii,Rare/Accidental
Least Flycatcher,Empidonax minimus,Rare/Accidental
Hammond's Flycatcher,Empidonax hammondii,
Dusky Flycatcher,Empidonax oberholseri,Rare/Accidental
Western Flycatcher,Empidonax difficilis,
Eastern Phoebe,Sayornis phoebe,Rare/Accidental
Say's Phoebe,Sayornis saya,
Western Kingbird,Tyrannus verticalis,Rare/Accidental
Eastern Kingbird,Tyrannus tyrannus,Rare/Accidental
Scissor-tailed Flycatcher,Tyrannus forficatus,Rare/Accidental
,,
PASSERIFORMES: Vireonidae,,
Philadelphia Vireo,Vireo philadelphicus,Rare/Accidental
Warbling Vireo,Vireo gilvus,Rare/Accidental
,,
PASSERIFORMES: Laniidae,,
Northern Shrike,Lanius borealis,
,,
PASSERIFORMES: Corvidae,,
Canada Jay,Perisoreus canadensis,
Steller's Jay,Cyanocitta stelleri,
Black-billed Magpie,Pica hudsonia,
Clark's Nutcracker,Nucifraga columbiana,Rare/Accidental
American Crow,Corvus brachyrhynchos,
Common Raven,Corvus corax,
,,
PASSERIFORMES: Paridae,,
Black-capped Chickadee,Poecile atricapillus,
Mountain Chickadee,Poecile gambeli,Rare/Accidental
Chestnut-backed Chickadee,Poecile rufescens,
Boreal Chickadee,Poecile hudsonicus,
,,
PASSERIFORMES: Alaudidae,,
Horned Lark,Eremophila alpestris,
,,
PASSERIFORMES: Hirundinidae,,
Bank Swallow,Riparia riparia,
Tree Swallow,Tachycineta bicolor,
Violet-green Swallow,Tachycineta thalassina,
Purple Martin,Progne subis,Rare/Accidental
Northern Rough-winged Swallow,Stelgidopteryx serripennis,Rare/Accidental
Barn Swallow,Hirundo rustica,
Cliff Swallow,Petrochelidon pyrrhonota,
,,
PASSERIFORMES: Regulidae,,
Ruby-crowned Kinglet,Corthylio calendula,
Golden-crowned Kinglet,Regulus satrapa,
,,
PASSERIFORMES: Sittidae,,
Red-breasted Nuthatch,Sitta canadensis,
,,
PASSERIFORMES: Certhiidae,,
Brown Creeper,Certhia americana,
,,
PASSERIFORMES: Troglodytidae,,
Rock Wren,Salpinctes obsoletus,Rare/Accidental
Pacific Wren,Troglodytes pacificus,
,,
PASSERIFORMES: Cinclidae,,
American Dipper,Cinclus mexicanus,
,,
PASSERIFORMES: Sturnidae,,
European Starling,Sturnus vulgaris,Introduced species
,,
PASSERIFORMES: Mimidae,,
Gray Catbird,Dumetella carolinensis,
Northern Mockingbird,Mimus polyglottos,Rare/Accidental
,,
PASSERIFORMES: Turdidae,,
Mountain Bluebird,Sialia currucoides,Rare/Accidental
Townsend's Solitaire,Myadestes townsendi,
Varied Thrush,Ixoreus naevius,
Gray-cheeked Thrush,Catharus minimus,
Swainson's Thrush,Catharus ustulatus,
Hermit Thrush,Catharus guttatus,
American Robin,Turdus migratorius,
,,
PASSERIFORMES: Muscicapidae,,
Northern Wheatear,Oenanthe oenanthe,
,,
PASSERIFORMES: Bombycillidae,,
Bohemian Waxwing,Bombycilla garrulus,
Cedar Waxwing,Bombycilla cedrorum,
,,
PASSERIFORMES: Passeridae,,
House Sparrow,Passer domesticus,Rare/Accidental
,,
PASSERIFORMES: Motacillidae,,
White Wagtail,Motacilla alba,
Red-throated Pipit,Anthus cervinus,
American Pipit,Anthus rubescens,Rare/Accidental
,,
PASSERIFORMES: Fringillidae,,
Brambling,Fringilla montifringilla,
Evening Grosbeak,Coccothraustes vespertinus,Rare/Accidental
Pine Grosbeak,Pinicola enucleator,
Gray-crowned Rosy-Finch,Leucosticte tephrocotis,
Purple Finch,Haemorhous purpureus,Rare/Accidental
Common Redpoll,Acanthis flammea,
Hoary Redpoll,Acanthis hornemanni,
Red Crossbill,Loxia curvirostra,
White-winged Crossbill,Loxia leucoptera,
Pine Siskin,Spinus pinus,
,,
PASSERIFORMES: Calcariidae,,
Lapland Longspur,Calcarius lapponicus,
Smith's Longspur,Calcarius pictus,
Snow Bunting,Plectrophenax nivalis,
McKay's Bunting,Plectrophenax hyperboreus,Endemic
,,
PASSERIFORMES: Emberizidae,,
Rustic Bunting,Emberiza rustica,Rare/Accidental
,,
PASSERIFORMES: Passerellidae,,
Chipping Sparrow,Spizella passerina,
Clay-colored Sparrow,Spizella pallida,Rare/Accidental
Brewer's Sparrow,Spizella breweri,
American Tree Sparrow,Spizelloides arborea,
Fox Sparrow,Passerella iliaca,
Dark-eyed Junco,Junco hyemalis,
White-crowned Sparrow,Zonotrichia leucophrys,
Golden-crowned Sparrow,Zonotrichia atricapilla,
Harris's Sparrow,Zonotrichia querula,Rare/Accidental
White-throated Sparrow,Zonotrichia albicollis,Rare/Accidental
Savannah Sparrow,Passerculus sandwichensis,
Song Sparrow,Melospiza melodia,
Lincoln's Sparrow,Melospiza lincolnii,
Swamp Sparrow,Melospiza georgiana,Rare/Accidental
Spotted Towhee,Pipilo maculatus,Rare/Accidental
,,
PASSERIFORMES: Icteridae,,
Yellow-headed Blackbird,Xanthocephalus xanthocephalus,Rare/Accidental
Western Meadowlark,Sturnella neglecta,Rare/Accidental
Red-winged Blackbird,Agelaius phoeniceus,
Brown-headed Cowbird,Molothrus ater,Rare/Accidental
Rusty Blackbird,Euphagus carolinus,
Brewer's Blackbird,Euphagus cyanocephalus,Rare/Accidental
Common Grackle,Quiscalus quiscula,Rare/Accidental
,,
PASSERIFORMES: Parulidae,,
Ovenbird,Seiurus aurocapilla,Rare/Accidental
Northern Waterthrush,Parkesia noveboracensis,
Black-and-white Warbler,Mniotilta varia,Rare/Accidental
Tennessee Warbler,Leiothlypis peregrina,
Orange-crowned Warbler,Leiothlypis celata,
MacGillivray's Warbler,Geothlypis tolmiei,
Common Yellowthroat,Geothlypis trichas,
American Redstart,Setophaga ruticilla,
Yellow Warbler,Setophaga petechia,
Blackpoll Warbler,Setophaga striata,
Palm Warbler,Setophaga palmarum,Rare/Accidental
Yellow-rumped Warbler,Setophaga coronata,
Yellow-throated Warbler,Setophaga dominica,Rare/Accidental
Townsend's Warbler,Setophaga townsendi,
Black-throated Green Warbler,Setophaga virens,Rare/Accidental
Wilson's Warbler,Cardellina pusilla,
,,
PASSERIFORMES: Cardinalidae,,
Western Tanager,Piranga ludoviciana,
Black-headed Grosbeak,Pheucticus melanocephalus,Rare/Accidental
Blue Grosbeak,Passerina caerulea,Rare/Accidental
Lazuli Bunting,Passerina amoena,Rare/Accidental
Emperor Goose,Anser canagicus,
Snow Goose,Anser caerulescens,
Ross's Goose,Anser rossii,Rare/Accidental
Greater White-fronted Goose,Anser albifrons,
Brant,Branta bernicla,
Cackling Goose,Branta hutchinsii,
Canada Goose,Branta canadensis,
Trumpeter Swan,Cygnus buccinator,
Tundra Swan,Cygnus columbianus,
Wood Duck,Aix sponsa,Rare/Accidental
Blue-winged Teal,Spatula discors,
Cinnamon Teal,Spatula cyanoptera,Rare/Accidental
Northern Shoveler,Spatula clypeata,
Gadwall,Mareca strepera,
Eurasian Wigeon,Mareca penelope,
American Wigeon,Mareca americana,
Mallard,Anas platyrhynchos,
Northern Pintail,Anas acuta,
Green-winged Teal,Anas crecca,
Canvasback,Aythya valisineria,
Redhead,Aythya americana,
Ring-necked Duck,Aythya collaris,
Greater Scaup,Aythya marila,
Lesser Scaup,Aythya affinis,
Steller's Eider,Polysticta stelleri,
King Eider,Somateria spectabilis,
Common Eider,Somateria mollissima,
Harlequin Duck,Histrionicus histrionicus,
Surf Scoter,Melanitta perspicillata,
White-winged Scoter,Melanitta deglandi,
Black Scoter,Melanitta americana,
Long-tailed Duck,Clangula hyemalis,
Bufflehead,Bucephala albeola,
Common Goldeneye,Bucephala clangula,
Barrow's Goldeneye,Bucephala islandica,
Hooded Merganser,Lophodytes cucullatus,
Common Merganser,Mergus merganser,
Red-breasted Merganser,Mergus serrator,
Ruddy Duck,Oxyura jamaicensis,
,,
GALLIFORMES: Phasianidae,,
Ruffed Grouse,Bonasa umbellus,
Sooty Grouse,Dendragapus fuliginosus,
Sharp-tailed Grouse,Tympanuchus phasianellus,
White-tailed Ptarmigan,Lagopus leucura,
Willow Ptarmigan,Lagopus lagopus,
Rock Ptarmigan,Lagopus muta,
Spruce Grouse,Canachites canadensis,
,,
PODICIPEDIFORMES: Podicipedidae,,
Pied-billed Grebe,Podilymbus podiceps,Rare/Accidental
Horned Grebe,Podiceps auritus,
Red-necked Grebe,Podiceps grisegena,
Eared Grebe,Podiceps nigricollis,Rare/Accidental
Western Grebe,Aechmophorus occidentalis,
,,
COLUMBIFORMES: Columbidae,,
Rock Pigeon,Columba livia,Introduced species
Band-tailed Pigeon,Patagioenas fasciata,Rare/Accidental
Eurasian Collared-Dove,Streptopelia decaocto,Rare/Accidental
Mourning Dove,Zenaida macroura,Rare/Accidental
,,
CUCULIFORMES: Cuculidae,,
Yellow-billed Cuckoo,Coccyzus americanus,Rare/Accidental
,,
CAPRIMULGIFORMES: Caprimulgidae,,
Common Nighthawk,Chordeiles minor,
,,
CAPRIMULGIFORMES: Apodidae,,
Black Swift,Cypseloides niger,
Vaux's Swift,Chaetura vauxi,
,,
CAPRIMULGIFORMES: Trochilidae,,
Anna's Hummingbird,Calypte anna,Rare/Accidental
Costa's Hummingbird,Calypte costae,Rare/Accidental
Calliope Hummingbird,Selasphorus calliope,Rare/Accidental
Rufous Hummingbird,Selasphorus rufus,
,,
GRUIFORMES: Rallidae,,
Virginia Rail,Rallus limicola,Rare/Accidental
Sora,Porzana carolina,
American Coot,Fulica americana,Rare/Accidental
Yellow Rail,Coturnicops noveboracensis,Rare/Accidental
,,
GRUIFORMES: Gruidae,,
Sandhill Crane,Antigone canadensis,
,,
CHARADRIIFORMES: Recurvirostridae,,
American Avocet,Recurvirostra americana,Rare/Accidental
,,
CHARADRIIFORMES: Haematopodidae,,
Black Oystercatcher,Haematopus bachmani,
,,
CHARADRIIFORMES: Charadriidae,,
Black-bellied Plover,Pluvialis squatarola,
American Golden-Plover,Pluvialis dominica,
Pacific Golden-Plover,Pluvialis fulva,
Killdeer,Charadrius vociferus,
Semipalmated Plover,Charadrius semipalmatus,
Siberian Sand-Plover,Anarhynchus mongolus,
,,
CHARADRIIFORMES: Scolopacidae,,
Upland Sandpiper,Bartramia longicauda,
Whimbrel,Numenius phaeopus,
Long-billed Curlew,Numenius americanus,Rare/Accidental
Bar-tailed Godwit,Limosa lapponica,
Hudsonian Godwit,Limosa haemastica,
Marbled Godwit,Limosa fedoa,
Short-billed Dowitcher,Limnodromus griseus,
Long-billed Dowitcher,Limnodromus scolopaceus,
Wilson's Snipe,Gallinago delicata,
Wilson's Phalarope,Phalaropus tricolor,Rare/Accidental
Red-necked Phalarope,Phalaropus lobatus,
Spotted Sandpiper,Actitis macularius,
Solitary Sandpiper,Tringa solitaria,
Wandering Tattler,Tringa incana,
Lesser Yellowlegs,Tringa flavipes,
Greater Yellowlegs,Tringa melanoleuca,
Ruddy Turnstone,Arenaria interpres,
Black Turnstone,Arenaria melanocephala,
Red Knot,Calidris canutus,
Surfbird,Calidris virgata,
Ruff,Calidris pugnax,Rare/Accidental
Sharp-tailed Sandpiper,Calidris acuminata,
Curlew Sandpiper,Calidris ferruginea,Rare/Accidental
Stilt Sandpiper,Calidris himantopus,
Long-toed Stint,Calidris subminuta,Rare/Accidental
Red-necked Stint,Calidris ruficollis,
Buff-breasted Sandpiper,Calidris subruficollis,
Sanderling,Calidris alba,
Dunlin,Calidris alpina,
Rock Sandpiper,Calidris ptilocnemis,
Baird's Sandpiper,Calidris bairdii,
White-rumped Sandpiper,Calidris fuscicollis,Rare/Accidental
Least Sandpiper,Calidris minutilla,
Pectoral Sandpiper,Calidris melanotos,
Western Sandpiper,Calidris mauri,
Semipalmated Sandpiper,Calidris pusilla,
,,
CHARADRIIFORMES: Stercorariidae,,
Long-tailed Jaeger,Stercorarius longicaudus,
Parasitic Jaeger,Stercorarius parasiticus,
Pomarine Jaeger,Stercorarius pomarinus,
,,
CHARADRIIFORMES: Alcidae,,
Rhinoceros Auklet,Cerorhinca monocerata,
Tufted Puffin,Fratercula cirrhata,
Horned Puffin,Fratercula corniculata,
Cassin's Auklet,Ptychoramphus aleuticus,
Crested Auklet,Aethia cristatella,
Kittlitz's Murrelet,Brachyramphus brevirostris,
Marbled Murrelet,Brachyramphus marmoratus,
Pigeon Guillemot,Cepphus columba,
Thick-billed Murre,Uria lomvia,
Common Murre,Uria aalge,
Ancient Murrelet,Synthliboramphus antiquus,
,,
CHARADRIIFORMES: Laridae,,
Little Gull,Hydrocoloeus minutus,Rare/Accidental
Black-legged Kittiwake,Rissa tridactyla,
Sabine's Gull,Xema sabini,
Bonaparte's Gull,Chroicocephalus philadelphia,
Black-headed Gull,Chroicocephalus ridibundus,Rare/Accidental
Laughing Gull,Leucophaeus atricilla,Rare/Accidental
Franklin's Gull,Leucophaeus pipixcan,Rare/Accidental
Black-tailed Gull,Larus crassirostris,Rare/Accidental
Common Gull,Larus canus,
Short-billed Gull,Larus brachyrhynchus,
Ring-billed Gull,Larus delawarensis,Rare/Accidental
Western Gull,Larus occidentalis,Rare/Accidental
Herring Gull,Larus argentatus,
Glaucous Gull,Larus hyperboreus,
Lesser Black-backed Gull,Larus fuscus,Rare/Accidental
California Gull,Larus californicus,
Glaucous-winged Gull,Larus glaucescens,
Slaty-backed Gull,Larus schistisagus,Rare/Accidental
Iceland Gull,Larus glaucoides,
Caspian Tern,Hydroprogne caspia,Rare/Accidental
Black Tern,Chlidonias niger,Rare/Accidental
Arctic Tern,Sterna paradisaea,
,,
GAVIIFORMES: Gaviidae,,
Red-throated Loon,Gavia stellata,
Pacific Loon,Gavia pacifica,
Common Loon,Gavia immer,
Yellow-billed Loon,Gavia adamsii,
,,
PROCELLARIIFORMES: Hydrobatidae,,
Fork-tailed Storm-Petrel,Hydrobates furcatus,
Leach's Storm-Petrel,Hydrobates leucorhous,
,,
PROCELLARIIFORMES: Procellariidae,,
Northern Fulmar,Fulmarus glacialis,
Pink-footed Shearwater,Ardenna creatopus,
Buller's Shearwater,Ardenna bulleri,
Sooty Shearwater,Ardenna grisea,
Short-tailed Shearwater,Ardenna tenuirostris,
,,
SULIFORMES: Phalacrocoracidae,,
Brandt's Cormorant,Urile penicillatus,Rare/Accidental
Pelagic Cormorant,Urile pelagicus,
Double-crested Cormorant,Nannopterum auritum,
,,
PELECANIFORMES: Ardeidae,,
American Bittern,Botaurus lentiginosus,Rare/Accidental
Black-crowned Night Heron,Nycticorax nycticorax,Rare/Accidental
Snowy Egret,Egretta thula,Rare/Accidental
Green Heron,Butorides virescens,Rare/Accidental
Western Cattle Egret,Bubulcus ibis,Rare/Accidental
Great Egret,Ardea alba,Rare/Accidental
Great Blue Heron,Ardea herodias,
,,
CATHARTIFORMES: Cathartidae,,
Turkey Vulture,Cathartes aura,Rare/Accidental
,,
ACCIPITRIFORMES: Pandionidae,,
Osprey,Pandion haliaetus,
,,
ACCIPITRIFORMES: Accipitridae,,
Golden Eagle,Aquila chrysaetos,
Northern Harrier,Circus hudsonius,
Sharp-shinned Hawk,Accipiter striatus,
Cooper's Hawk,Accipiter cooperii,Rare/Accidental
American Goshawk,Accipiter atricapillus,
Steller's Sea-Eagle,Haliaeetus pelagicus,Rare/Accidental
Bald Eagle,Haliaeetus leucocephalus,
Swainson's Hawk,Buteo swainsoni,Rare/Accidental
Red-tailed Hawk,Buteo jamaicensis,
Rough-legged Hawk,Buteo lagopus,
,,
STRIGIFORMES: Strigidae,,
Western Screech-Owl,Megascops kennicottii,
Snowy Owl,Bubo scandiacus,
Great Horned Owl,Bubo virginianus,
Northern Hawk Owl,Surnia ulula,
Northern Pygmy-Owl,Glaucidium gnoma,
Barred Owl,Strix varia,Rare/Accidental
Great Gray Owl,Strix nebulosa,
Long-eared Owl,Asio otus,Rare/Accidental
Short-eared Owl,Asio flammeus,
Boreal Owl,Aegolius funereus,
Northern Saw-whet Owl,Aegolius acadicus,
,,
CORACIIFORMES: Alcedinidae,,
Belted Kingfisher,Megaceryle alcyon,
,,
PICIFORMES: Picidae,,
Yellow-bellied Sapsucker,Sphyrapicus varius,Rare/Accidental
Red-breasted Sapsucker,Sphyrapicus ruber,
American Three-toed Woodpecker,Picoides dorsalis,
Black-backed Woodpecker,Picoides arcticus,
Downy Woodpecker,Dryobates pubescens,
Hairy Woodpecker,Dryobates villosus,
Northern Flicker,Colaptes auratus,
,,
FALCONIFORMES: Falconidae,,
American Kestrel,Falco sparverius,
Merlin,Falco columbarius,
Gyrfalcon,Falco rusticolus,
Peregrine Falcon,Falco peregrinus,
,,
PASSERIFORMES: Tyrannidae,,
Olive-sided Flycatcher,Contopus cooperi,
Western Wood-Pewee,Contopus sordidulus,
Eastern Wood-Pewee,Contopus virens,Rare/Accidental
Yellow-bellied Flycatcher,Empidonax flaviventris,Rare/Accidental
Alder Flycatcher,Empidonax alnorum,
Willow Flycatcher,Empidonax traillii,Rare/Accidental
Least Flycatcher,Empidonax minimus,Rare/Accidental
Hammond's Flycatcher,Empidonax hammondii,
Dusky Flycatcher,Empidonax oberholseri,Rare/Accidental
Western Flycatcher,Empidonax difficilis,
Eastern Phoebe,Sayornis phoebe,Rare/Accidental
Say's Phoebe,Sayornis saya,
Ash-throated Flycatcher,Myiarchus cinerascens,Rare/Accidental
Great Crested Flycatcher,Myiarchus crinitus,Rare/Accidental
Tropical Kingbird,Tyrannus melancholicus,Rare/Accidental
Western Kingbird,Tyrannus verticalis,Rare/Accidental
Eastern Kingbird,Tyrannus tyrannus,Rare/Accidental
Scissor-tailed Flycatcher,Tyrannus forficatus,Rare/Accidental
,,
PASSERIFORMES: Vireonidae,,
Cassin's Vireo,Vireo cassinii,Rare/Accidental
Warbling Vireo,Vireo gilvus,Rare/Accidental
Red-eyed Vireo,Vireo olivaceus,Rare/Accidental
,,
PASSERIFORMES: Laniidae,,
Northern Shrike,Lanius borealis,
,,
PASSERIFORMES: Corvidae,,
Canada Jay,Perisoreus canadensis,
Steller's Jay,Cyanocitta stelleri,
Black-billed Magpie,Pica hudsonia,
Clark's Nutcracker,Nucifraga columbiana,Rare/Accidental
American Crow,Corvus brachyrhynchos,
Common Raven,Corvus corax,
,,
PASSERIFORMES: Paridae,,
Black-capped Chickadee,Poecile atricapillus,
Mountain Chickadee,Poecile gambeli,Rare/Accidental
Chestnut-backed Chickadee,Poecile rufescens,
Boreal Chickadee,Poecile hudsonicus,
,,
PASSERIFORMES: Alaudidae,,
Horned Lark,Eremophila alpestris,
,,
PASSERIFORMES: Hirundinidae,,
Bank Swallow,Riparia riparia,
Tree Swallow,Tachycineta bicolor,
Violet-green Swallow,Tachycineta thalassina,
Purple Martin,Progne subis,Rare/Accidental
Northern Rough-winged Swallow,Stelgidopteryx serripennis,Rare/Accidental
Barn Swallow,Hirundo rustica,
Cliff Swallow,Petrochelidon pyrrhonota,
,,
PASSERIFORMES: Regulidae,,
Ruby-crowned Kinglet,Corthylio calendula,
Golden-crowned Kinglet,Regulus satrapa,
,,
PASSERIFORMES: Sittidae,,
Red-breasted Nuthatch,Sitta canadensis,
,,
PASSERIFORMES: Certhiidae,,
Brown Creeper,Certhia americana,
,,
PASSERIFORMES: Troglodytidae,,
Pacific Wren,Troglodytes pacificus,
,,
PASSERIFORMES: Cinclidae,,
American Dipper,Cinclus mexicanus,
,,
PASSERIFORMES: Sturnidae,,
European Starling,Sturnus vulgaris,Introduced species
,,
PASSERIFORMES: Mimidae,,
Gray Catbird,Dumetella carolinensis,Rare/Accidental
Northern Mockingbird,Mimus polyglottos,Rare/Accidental
,,
PASSERIFORMES: Turdidae,,
Mountain Bluebird,Sialia currucoides,Rare/Accidental
Townsend's Solitaire,Myadestes townsendi,
Varied Thrush,Ixoreus naevius,
Veery,Catharus fuscescens,Rare/Accidental
Gray-cheeked Thrush,Catharus minimus,
Swainson's Thrush,Catharus ustulatus,
Hermit Thrush,Catharus guttatus,
American Robin,Turdus migratorius,
Eyebrowed Thrush,Turdus obscurus,Rare/Accidental
Dusky Thrush,Turdus eunomus,Rare/Accidental
,,
PASSERIFORMES: Muscicapidae,,
Northern Wheatear,Oenanthe oenanthe,
,,
PASSERIFORMES: Bombycillidae,,
Bohemian Waxwing,Bombycilla garrulus,
Cedar Waxwing,Bombycilla cedrorum,
,,
PASSERIFORMES: Prunellidae,,
Siberian Accentor,Prunella montanella,Rare/Accidental
,,
PASSERIFORMES: Passeridae,,
House Sparrow,Passer domesticus,Rare/Accidental
,,
PASSERIFORMES: Motacillidae,,
Eastern Yellow Wagtail,Motacilla tschutschensis,
White Wagtail,Motacilla alba,
Olive-backed Pipit,Anthus hodgsoni,Rare/Accidental
Red-throated Pipit,Anthus cervinus,
American Pipit,Anthus rubescens,Rare/Accidental
,,
PASSERIFORMES: Fringillidae,,
Brambling,Fringilla montifringilla,
Evening Grosbeak,Coccothraustes vespertinus,Rare/Accidental
Pine Grosbeak,Pinicola enucleator,
Gray-crowned Rosy-Finch,Leucosticte tephrocotis,
Purple Finch,Haemorhous purpureus,Rare/Accidental
Common Redpoll,Acanthis flammea,
Hoary Redpoll,Acanthis hornemanni,
Red Crossbill,Loxia curvirostra,
White-winged Crossbill,Loxia leucoptera,
Pine Siskin,Spinus pinus,
American Goldfinch,Spinus tristis,Rare/Accidental
,,
PASSERIFORMES: Calcariidae,,
Lapland Longspur,Calcarius lapponicus,
Chestnut-collared Longspur,Calcarius ornatus,Rare/Accidental
Smith's Longspur,Calcarius pictus,
Snow Bunting,Plectrophenax nivalis,
McKay's Bunting,Plectrophenax hyperboreus,Endemic
,,
PASSERIFORMES: Emberizidae,,
Little Bunting,Emberiza pusilla,Rare/Accidental
Rustic Bunting,Emberiza rustica,Rare/Accidental
,,
PASSERIFORMES: Passerellidae,,
Chipping Sparrow,Spizella passerina,
Clay-colored Sparrow,Spizella pallida,Rare/Accidental
Brewer's Sparrow,Spizella breweri,
American Tree Sparrow,Spizelloides arborea,
Fox Sparrow,Passerella iliaca,
Dark-eyed Junco,Junco hyemalis,
White-crowned Sparrow,Zonotrichia leucophrys,
Golden-crowned Sparrow,Zonotrichia atricapilla,
Harris's Sparrow,Zonotrichia querula,Rare/Accidental
White-throated Sparrow,Zonotrichia albicollis,Rare/Accidental
Savannah Sparrow,Passerculus sandwichensis,
Song Sparrow,Melospiza melodia,
Lincoln's Sparrow,Melospiza lincolnii,
Swamp Sparrow,Melospiza georgiana,Rare/Accidental
Spotted Towhee,Pipilo maculatus,Rare/Accidental
,,
PASSERIFORMES: Icteridae,,
Yellow-headed Blackbird,Xanthocephalus xanthocephalus,Rare/Accidental
Western Meadowlark,Sturnella neglecta,Rare/Accidental
Hooded Oriole,Icterus cucullatus,Rare/Accidental
Bullock's Oriole,Icterus bullockii,Rare/Accidental
Red-winged Blackbird,Agelaius phoeniceus,
Brown-headed Cowbird,Molothrus ater,Rare/Accidental
Rusty Blackbird,Euphagus carolinus,
Brewer's Blackbird,Euphagus cyanocephalus,Rare/Accidental
Common Grackle,Quiscalus quiscula,Rare/Accidental
,,
PASSERIFORMES: Parulidae,,
Ovenbird,Seiurus aurocapilla,Rare/Accidental
Northern Waterthrush,Parkesia noveboracensis,
Black-and-white Warbler,Mniotilta varia,Rare/Accidental
Tennessee Warbler,Leiothlypis peregrina,
Orange-crowned Warbler,Leiothlypis celata,
Nashville Warbler,Leiothlypis ruficapilla,Rare/Accidental
MacGillivray's Warbler,Geothlypis tolmiei,
Mourning Warbler,Geothlypis philadelphia,Rare/Accidental
Common Yellowthroat,Geothlypis trichas,
American Redstart,Setophaga ruticilla,
Cape May Warbler,Setophaga tigrina,Rare/Accidental
Cerulean Warbler,Setophaga cerulea,Rare/Accidental
Magnolia Warbler,Setophaga magnolia,Rare/Accidental
Bay-breasted Warbler,Setophaga castanea,Rare/Accidental
Yellow Warbler,Setophaga petechia,
Blackpoll Warbler,Setophaga striata,
Black-throated Blue Warbler,Setophaga caerulescens,Rare/Accidental
Palm Warbler,Setophaga palmarum,Rare/Accidental
Yellow-rumped Warbler,Setophaga coronata,
Black-throated Gray Warbler,Setophaga nigrescens,Rare/Accidental
Townsend's Warbler,Setophaga townsendi,
Wilson's Warbler,Cardellina pusilla,
,,
PASSERIFORMES: Cardinalidae,,
Western Tanager,Piranga ludoviciana,
Rose-breasted Grosbeak,Pheucticus ludovicianus,Rare/Accidental
Black-headed Grosbeak,Pheucticus melanocephalus,Rare/Accidental
Lazuli Bunting,Passerina amoena,Rare/Accidental
Indigo Bunting,Passerina cyanea,
Dickcissel,Spiza americana,Rare/Accidental
Emperor Goose,Anser canagicus,
Snow Goose,Anser caerulescens,
Greater White-fronted Goose,Anser albifrons,
Brant,Branta bernicla,
Cackling Goose,Branta hutchinsii,
Canada Goose,Branta canadensis,
Trumpeter Swan,Cygnus buccinator,
Tundra Swan,Cygnus columbianus,
Wood Duck,Aix sponsa,Rare/Accidental
Blue-winged Teal,Spatula discors,
Cinnamon Teal,Spatula cyanoptera,Rare/Accidental
Northern Shoveler,Spatula clypeata,
Gadwall,Mareca strepera,
Eurasian Wigeon,Mareca penelope,
American Wigeon,Mareca americana,
Mallard,Anas platyrhynchos,
American Black Duck,Anas rubripes,Rare/Accidental
Northern Pintail,Anas acuta,
Green-winged Teal,Anas crecca,
Canvasback,Aythya valisineria,
Redhead,Aythya americana,
Ring-necked Duck,Aythya collaris,
Tufted Duck,Aythya fuligula,Rare/Accidental
Greater Scaup,Aythya marila,
Lesser Scaup,Aythya affinis,
King Eider,Somateria spectabilis,
Common Eider,Somateria mollissima,
Harlequin Duck,Histrionicus histrionicus,
Surf Scoter,Melanitta perspicillata,
White-winged Scoter,Melanitta deglandi,
Black Scoter,Melanitta americana,
Long-tailed Duck,Clangula hyemalis,
Bufflehead,Bucephala albeola,
Common Goldeneye,Bucephala clangula,
Barrow's Goldeneye,Bucephala islandica,
Hooded Merganser,Lophodytes cucullatus,
Common Merganser,Mergus merganser,
Red-breasted Merganser,Mergus serrator,
Ruddy Duck,Oxyura jamaicensis,
,,
GALLIFORMES: Phasianidae,,
Sooty Grouse,Dendragapus fuliginosus,
White-tailed Ptarmigan,Lagopus leucura,
Willow Ptarmigan,Lagopus lagopus,
Rock Ptarmigan,Lagopus muta,
,,
PODICIPEDIFORMES: Podicipedidae,,
Pied-billed Grebe,Podilymbus podiceps,Rare/Accidental
Horned Grebe,Podiceps auritus,
Red-necked Grebe,Podiceps grisegena,
Western Grebe,Aechmophorus occidentalis,
,,
COLUMBIFORMES: Columbidae,,
Band-tailed Pigeon,Patagioenas fasciata,Rare/Accidental
Eurasian Collared-Dove,Streptopelia decaocto,Rare/Accidental
Mourning Dove,Zenaida macroura,Rare/Accidental
,,
CAPRIMULGIFORMES: Caprimulgidae,,
Common Nighthawk,Chordeiles minor,Rare/Accidental
,,
CAPRIMULGIFORMES: Apodidae,,
Vaux's Swift,Chaetura vauxi,
,,
CAPRIMULGIFORMES: Trochilidae,,
Anna's Hummingbird,Calypte anna,
Rufous Hummingbird,Selasphorus rufus,
