"","Language","CanonicalName","CommonName","IndexFG","n","ScientificName2023","Genus2023","Family2023","Order2023","ScientificName1974","Genus1974","Family1974","Order1974","ScientificName2021","ScientificNameV3","BeakLengthCulmen","BeakLengthNares","BeakWidth","BeakDepth","TarsusLength","WingLength","KippsDistance","Secondary","HandWingIndex","TailLength","Mass","IsoPer","zIsoPer","tSNE1per","tSNE2per","VarPer","IsoPhy","zIsoPhy","Iso23","zIso23","Iso74","zIso74","cBlack","cWhite","cYellow","cBlue","cRed","cGreen","cElaboration","cDiversity","IsoCol","zIsoCol","zcElaboration","zcDiversity","VarPhy"
"646","Tobelo","Tringa brevipes.1","Gray-tailed Tattler","Tob.26",3,"Tringa brevipes","Tringa","Scolopacidae","Charadriiformes","Heteroscelus brevipes","Heteroscelus","Scolopacidae","Charadriiformes","Tringa brevipes","Heteroscelus brevipes",41.8,29.8,3.5,5,32.9,157.8,85.5,70.5,54.8,68.2,127,0.91,-0.36,-2.35074440863213,1.56911121982974,1.25349736448296,87.34,1.01,2,0.1,2,0.2,0.016795505,0.44553103,0.038154668,0,0,0,27.81239933,39,0.51,-0.27,-0.4,-0.4,111.346559070959
"647","Tobelo","Xenus cinereus.2","Terek Sandpiper","Tob.26",3,"Xenus cinereus","Xenus","Scolopacidae","Charadriiformes","Tringa cinerea","Tringa","Scolopacidae","Charadriiformes","Xenus cinereus","Xenus cinereus",46.8,39,4,4.5,28.2,127.4,70,58,54.6,55,78.8,0.91,-0.36,-2.8197623003889,1.49729850603692,1.25349736448296,59.65,0.01,2,0.1,2,0.2,0.027038976,0.465126589,0.017251393,0,5.18e-05,0,27.41721766,38,0.38,-0.55,-0.47,-0.45,111.346559070959
"648","Tobelo","Cacatua alba","White Cockatoo","Tob.28",1,"Cacatua alba","Cacatua","Cacatuidae","Psittaciformes","Cacatua alba","Cacatua","Psittacidae","Psittaciformes","Cacatua alba","Cacatua alba",44.1,38.3,24.8,44.6,27.9,281.5,89,192.5,31.6,151.2,570,1.16,0.13,5.55564938145448,0.424568838119228,0,67.63,0.3,3,1.32,2,0.2,0.004406458,0.8253069825,0,0,0,0,36.56591073,15,0.2,-0.97,1.16,-1.58,0
"649","Tobelo","Tanygnathus megalorynchos","Great-billed Parrot","Tob.29",1,"Tanygnathus megalorynchos","Tanygnathus","Psittaculidae","Psittaciformes","Tanygnathus megalorhynchos","Tanygnathus","Psittacidae","Psittaciformes","Tanygnathus megalorynchos","Tanygnathus megalorynchos",49.4,45.1,26.7,49.5,22.2,236.2,110,126.5,46.5,147.8,325,1.49,0.76,5.59289398249549,0.569071685585071,0,30.03,-1.06,2,0.1,2,0.2,0.076216392,0.022771598,0.015776299,0.016830237,0.023080431,0.622847901,34.87322894,97,0.77,0.31,0.86,2.45,0
"650","Tobelo","Myiagra alecto.2","Shining Flycatcher","Tob.30",4,"Myiagra alecto","Myiagra","Monarchidae","Passeriformes","Monarcha alecto","Monarcha","Muscicapidae","Passeriformes","Myiagra alecto","Myiagra alecto",19.8,11.8,5.9,4.7,19.3,86.4,13.2,74.3,15,72.4,23.6,0.67,-0.82,-4.6138479353236,-0.972993531748651,0.439402988364784,44.99,-0.52,1,-1.13,1,-1.01,0.092443097,0.395498294,0.031385443,0.009905386,0,1.59e-05,33.02658362,46.33333333,0.42,-0.46,0.53,-0.04,59.2049047966646
"651","Tobelo","Columba vitiensis","Metallic Pigeon","Tob.31",4,"Columba vitiensis","Columba","Columbidae","Columbiformes","Columba vitiensis","Columba","Columbidae","Columbiformes","Columba vitiensis","Columba vitiensis",27.4,14,5.7,6.4,28.8,216.4,70.3,147,32.3,138,353,0.44,-1.25,1.39876505504369,-0.0678099649071718,0.525026266828138,39.71,-0.71,1,-1.13,1,-1.01,0.41679722,0.051498327,0.001912226,0.005200985,1.64e-05,0.00100082,26.30459556,50.5,0.17,-1.03,-0.66,0.16,56.0959785577725
"652","Tobelo","Ducula concinna","Elegant Imperial-Pigeon","Tob.31",4,"Ducula concinna","Ducula","Columbidae","Columbiformes","Ducula concinna","Ducula","Columbidae","Columbiformes","Ducula concinna","Ducula concinna",31.4,17,8.1,8.2,35.6,276.4,89,189,32,172.6,804.7,0.39,-1.35,3.02451856097884,0.0974737491723762,0.525026266828138,32.1,-0.99,1,-1.13,1,-1.01,0.221521527,0.217546676,0.006478243,0.133004644,0.000343928,0.165223872,33.72895245,91,1.21,1.32,0.66,2.16,56.0959785577725
"653","Tobelo","Eulipoa wallacei","Moluccan Megapode","Tob.32",1,"Eulipoa wallacei","Eulipoa","Megapodiidae","Galliformes","Eulipoa wallacei","Eulipoa","Megapodiidae","Galliformes","Eulipoa wallacei","Eulipoa wallacei",22.8,11.4,5.1,7.3,51.5,193,64.7,128.3,33.5,65,505,1.05,-0.07,0.855863384004902,-0.647813425635825,0,45.17,-0.52,2,0.1,2,0.2,0.015248094,0.060267467,0.004424447,0,0.076515436,0,21.18723327,49,0.76,0.31,-1.58,0.09,0
"654","Tobelo","Gymnocrex plumbeiventris","Bare-eyed Rail","Tob.34",2,"Gymnocrex plumbeiventris","Gymnocrex","Rallidae","Gruiformes","Gymnocrex plumbeiventris","Gymnocrex","Rallidae","Gruiformes","Gymnocrex plumbeiventris","Gymnocrex plumbeiventris",49.4,27,4.8,9.3,58.1,192.2,45.5,146.8,23.6,71,288,1.17,0.15,1.57347598606844,-1.16271292149075,1.54188506342323,61.2,0.06,2,0.1,2,0.2,0.109463505,0.017559476,0.010964557,2.02e-05,0.047398446,0.000485486,25.26370742,73,0.73,0.23,-0.85,1.27,61.20106154772
"655","Tobelo","Gallirallus wallacii","Invisible Rail","Tob.34",2,"Gallirallus wallacii","Gallirallus","Rallidae","Gruiformes","Habropteryx wallacii","Habropteryx","Rallidae","Gruiformes","Gallirallus wallacii","Habroptila wallacii",73.1,40.8,7,14.6,80.2,163,5.1,157.9,3,47.5,1000,2.5,2.72,5.90249964210541,1.73547386402285,1.54188506342323,58.51,-0.03,1,-1.13,2,0.2,0.351746699,0.01518869,0.018693773,0,0.001869377,0,26.60648827,53,0.53,-0.22,-0.61,0.29,61.20106154772
"656","Tobelo","Rallina fasciata","Red-legged Crake","Tob.35",1,"Rallina fasciata","Rallina","Rallidae","Gruiformes","Rallina fasciata","Rallina","Rallidae","Gruiformes","Rallina fasciata","Rallina fasciata",25.1,12.7,3.5,6.1,38.3,122.2,33.5,88.1,27.5,48.2,100,1.05,-0.08,-2.9342386525001,-0.607730181390682,0,58.51,-0.03,2,0.1,2,0.2,0.113747905,0.066023065,0.002019672,0,0.236140004,0,31.73514233,59,0.74,0.26,0.3,0.58,0
"657","Tobelo","Geoffroyus geoffroyi","Red-cheeked Parrot","Tob.36",1,"Geoffroyus geoffroyi","Geoffroyus","Psittaculidae","Psittaciformes","Geoffroyus geoffroyi","Geoffroyus","Psittacidae","Psittaciformes","Geoffroyus geoffroyi","Geoffroyus geoffroyi",24,18.4,11.4,17.5,15.7,147.6,56.2,84.2,40,76,164,1.02,-0.14,0.307983065647891,0.973996828715258,0,30.03,-1.06,2,0.1,2,0.2,0.012686402,0.025147939,0.013256142,0.042762975,0.071091255,0.738125063,44.63851113,99.4,1.26,1.42,2.6,2.57,0
"658","Tobelo","Caloenas nicobarica","Nicobar Pigeon","Tob.38",1,"Caloenas nicobarica","Caloenas","Columbidae","Columbiformes","Caloenas nicobarica","Caloenas","Columbidae","Columbiformes","Caloenas nicobarica","Caloenas nicobarica",30.7,16.4,5.4,7.7,43.7,259,85.5,174.8,32.8,98.8,537.9,1.04,-0.1,2.22599687206213,-0.343008806721595,0,53.9,-0.2,2,0.1,2,0.2,0.4130126375,0.027961922,0.0003003995,0.049257234,0,0.1654969145,31.48487981,59.5,1.21,1.32,0.26,0.61,0
"659","Tobelo","Aegotheles crinifrons","Moluccan Owlet-nightjar","Tob.39",2,"Aegotheles crinifrons","Aegotheles","Aegothelidae","Caprimulgiformes","Aegotheles crinifrons","Aegotheles","Aegothelidae","Caprimulgiformes","Aegotheles crinifrons","Aegotheles crinifrons",23.3,8.2,8.4,6,24.9,164.6,45,119.5,27.4,144.1,136,1.42,0.63,-0.227145816599825,0.00151870027176994,1.1066972444407,118.59,2.14,3,1.32,3,1.41,0.304115112,0.079223359,0.010454911,8.42e-05,0.000214277,0,28.58770396,45.5,0.35,-0.64,-0.26,-0.08,161.178174012961
"660","Tobelo","Lalage aurea","Rufous-bellied Triller","Tob.40",1,"Lalage aurea","Lalage","Campephagidae","Passeriformes","Lalage aurea","Lalage","Campephagidae","Passeriformes","Lalage aurea","Lalage aurea",17,9.7,5.2,4.8,19,94.2,23.5,69.9,25.1,74.9,32,0.91,-0.35,-4.02686332821208,-0.667586055254975,0,66.44,0.25,2,0.1,2,0.2,0.329497978,0.213700038,0.000156393,0,0.000134009,0,32.45610595,36,0.18,-1.02,0.43,-0.55,0
"661","Tobelo","Aplonis metallica","Metallic Starling","Tob.43",2,"Aplonis metallica","Aplonis","Sturnidae","Passeriformes","Aplonis metallicus","Aplonis","Sturnidae","Passeriformes","Aplonis metallica","Aplonis metallica",22.9,12.9,5.8,7.2,22.3,107.2,37,69.5,34.7,100.3,56.5,0.55,-1.05,-2.32898946287305,-0.467496803666671,0.258926195074445,27.29,-1.16,1,-1.13,1,-1.01,0.42825226,0.054796532,0.000358939,0.073115692,0.002632117,0.001941309,33.82657606,61.5,0.48,-0.33,0.67,0.7,27.2871660528086
"662","Tobelo","Aplonis mysolensis","Moluccan Starling","Tob.43",2,"Aplonis mysolensis","Aplonis","Sturnidae","Passeriformes","Aplonis mysolensis","Aplonis","Sturnidae","Passeriformes","Aplonis mysolensis","Aplonis mysolensis",25.5,14.1,6,8,23.7,108.8,30.2,73.3,29.3,92.8,62,0.55,-1.05,-2.18343541553191,-0.741035551955335,0.258926195074445,27.29,-1.16,1,-1.13,1,-1.01,0.241288137,0.07076904,0,0.001879738,0,0,26.92307942,26,0.18,-1.01,-0.55,-1.04,27.2871660528086
"663","Tobelo","Todiramphus sanctus.1","Sacred Kingfisher","Tob.44",5,"Todiramphus sanctus","Todiramphus","Alcedinidae","Coraciiformes","Halcyon sancta","Halcyon","Alcedinidae","Coraciiformes","Todiramphus sanctus","Todiramphus sanctus",43.4,34.3,10.5,10.1,12.9,91.3,27.7,64.1,30.1,60.5,53,0.45,-1.24,-3.06284120085201,-1.68780145458516,1.20423832032937,95.8,1.32,1,-1.13,1,-1.01,0.124533154,0.148880589,0.112206372,0.008714464,0,0.294291721,32.20508913,57,2.42,4.06,0.38,0.48,117.049980300562
"664","Tobelo","Todiramphus diops","Blue-and-white Kingfisher","Tob.44",5,"Todiramphus diops","Todiramphus","Alcedinidae","Coraciiformes","Halcyon diops","Halcyon","Alcedinidae","Coraciiformes","Todiramphus diops","Todiramphus diops",39.7,31.8,11.2,10.4,13.3,84.6,25.5,59.8,29.9,49.8,47.4,0.45,-1.24,-3.33366006925284,-1.68902538025119,1.20423832032937,95.8,1.32,1,-1.13,1,-1.01,0.2164250315,0.2775996385,5.36e-05,0.250538231,0,0.0199010615,36.700478785,42.5,0.95,0.74,1.18,-0.23,117.049980300562
"665","Tobelo","Todiramphus funebris","Sombre Kingfisher","Tob.44",5,"Todiramphus funebris","Todiramphus","Alcedinidae","Coraciiformes","Halcyon funebris","Halcyon","Alcedinidae","Coraciiformes","Todiramphus funebris","Todiramphus funebris",56.3,45.9,16,16.1,17.6,112.2,23.8,87.5,21.3,89.4,126,1.74,1.26,-0.115964076693401,-1.88644818714001,1.20423832032937,58.31,-0.04,1,-1.13,1,-1.01,0.488314579,0.223341989,0.000309138,0,0,0,31.64917335,29,0.5,-0.3,0.29,-0.89,117.049980300562
"666","Tobelo","Alcedo atthis","Common Kingfisher","Tob.44",5,"Alcedo atthis","Alcedo","Alcedinidae","Coraciiformes","Alcedo atthis","Alcedo","Alcedinidae","Coraciiformes","Alcedo atthis","Alcedo atthis",42.2,32.5,5.7,7.4,9.9,73.3,19.3,52.6,26.9,32.3,31.1,1.07,-0.04,-5.26158543238193,-0.319211837046402,1.20423832032937,28.82,-1.11,2,0.1,2,0.2,0.143453853,0.055495386,0.019231676,0.408108128,0.006689687,0.032044672,39.77981085,93.33333333,1.55,2.09,1.73,2.27,117.049980300562
"667","Tobelo","Accipiter erythrauchen","Rufous-necked Sparrowhawk","Tob.46",5,"Accipiter erythrauchen","Accipiter","Accipitridae","Accipitriformes","Accipiter erythrauchen","Accipiter","Accipitridae","Falconiformes","Accipiter erythrauchen","Accipiter erythrauchen",21.1,12.2,8.6,11.2,59.5,191.2,58.9,132.4,30.8,154.8,156,0.78,-0.6,1.85227662479769,-0.225779109246162,0.851714588152861,93.25,1.22,1,-1.13,1,-1.01,0.066208381,0.313708593,0.080929488,3.84e-05,0.006553556,4.91e-05,28.13900901,50.33333333,0.97,0.77,-0.34,0.16,101.630021699851
"668","Tobelo","Accipiter henicogrammus","Moluccan Goshawk","Tob.46",5,"Accipiter henicogrammus","Accipiter","Accipitridae","Accipitriformes","Accipiter henicogrammus","Accipiter","Accipitridae","Falconiformes","Accipiter henicogrammus","Accipiter henicogrammus",27.9,15.9,10,13.6,65.1,230.2,72,160.5,31.1,190,358.7,0.76,-0.63,3.16174755537918,-0.0521573086682251,0.851714588152861,53.32,-0.22,1,-1.13,1,-1.01,0.012726413,0.142262624,0.032223367,5.965e-05,0.000552444,1.99e-05,22.46886741,47.5,0.57,-0.13,-1.35,0.02,101.630021699851
"669","Tobelo","Accipiter soloensis","Chinese Sparrowhawk","Tob.46",5,"Accipiter soloensis","Accipiter","Accipitridae","Accipitriformes","Accipiter soloensis","Accipiter","Accipitridae","Falconiformes","Accipiter soloensis","Accipiter soloensis",25.6,11.4,8.6,9.7,39.5,187.8,73.1,114.4,39,123.4,164.8,1.08,-0.02,1.26021662873465,0.244897496419605,0.851714588152861,73.58,0.51,1,-1.13,1,-1.01,0.035938317,0.318063496,0.044808965,4.56e-05,0,6.59e-05,25.54762191,46,0.34,-0.66,-0.8,-0.06,101.630021699851
"670","Tobelo","Aviceda subcristata.1","Pacific Baza","Tob.46",5,"Aviceda subcristata","Aviceda","Accipitridae","Accipitriformes","Aviceda subcristata","Aviceda","Accipitridae","Falconiformes","Aviceda subcristata","Aviceda subcristata",28.3,19.7,11.6,14.7,36.3,336.6,134.5,200,40.2,202,322.7,0.92,-0.33,4.02960187076115,0.322853549531857,0.851714588152861,69.74,0.37,2,0.1,2,0.2,0.107833987,0.192570202,0.028568375,0.000208013,0.002539116,0.0001048,24.65087661,48.16666667,0.42,-0.48,-0.96,0.05,101.630021699851
"671","Tobelo","Icthyophaga leucogaster.1","White-bellied Sea-Eagle","Tob.48",2,"Icthyophaga leucogaster","Icthyophaga","Accipitridae","Accipitriformes","Haliaeetus leucogaster","Haliaeetus","Accipitridae","Falconiformes","Haliaeetus leucogaster","Haliaeetus leucogaster",71.3,39.2,18.5,24.9,86,556.7,231.8,330.2,41.3,253.3,2827,1.49,0.77,6.93395738591814,0.281992682459134,0.711266323450495,44.89,-0.53,2,0.1,2,0.2,0.100650858,0.34338685,0.00238536,0,0,0,28.37150997,28,0.27,-0.82,-0.3,-0.94,91.2837510344793
"672","Tobelo","Pandion haliaetus.4","Osprey","Tob.48",2,"Pandion haliaetus","Pandion","Pandionidae","Accipitriformes","Pandion haliaetus","Pandion","Pandionidae","Falconiformes","Pandion haliaetus","Pandion haliaetus",47,27.7,17.3,19.6,49.8,468.4,204.8,253,44.9,201.3,1483.2,1.15,0.11,6.06158004213057,0.161678345147311,0.711266323450495,83.29,0.86,3,1.32,3,1.41,0.3588439735,0.225460412,0.0004838705,2.17e-05,0,8.05e-06,28.57347404,35.2,0.18,-1.02,-0.26,-0.59,91.2837510344793
"673","Tobelo","Reinwardtoena reinwardti","Great Cuckoo-Dove","Tob.49",1,"Reinwardtoena reinwardti","Reinwardtoena","Columbidae","Columbiformes","Reinwardtoena reinwardtsi","Reinwardtoena","Columbidae","Columbiformes","Reinwardtoena reinwardti","Reinwardtoena reinwardtsi",25.6,10.8,4.8,7.1,25.9,238.2,82.8,157,34.5,294.8,275,1.43,0.65,2.46564069122757,0.79133086562238,0,28.35,-1.13,2,0.1,2,0.2,0.287195397,0.213321093,0.021602932,8.11e-06,0.001456203,2.21e-05,28.97737394,48,0.52,-0.25,-0.19,0.04,0
"674","Tobelo","Egretta sacra.2","Pacific Reef-Heron","Tob.51",1,"Egretta sacra","Egretta","Ardeidae","Pelecaniformes","Egretta sacra","Egretta","Ardeidae","Ciconiiformes","Egretta sacra","Egretta sacra",82.5,67.5,10.1,12.8,67.5,262.6,86.5,177,32.9,86.4,502,1.07,-0.04,5.00790648748355,-0.0463117784553575,0,100.53,1.49,2,0.1,2,0.2,0.213163738,0.519526705,0.006166711,1.6e-05,2.39e-05,8e-06,33.94732785,41.66666667,0.23,-0.91,0.69,-0.27,0
"675","Tobelo","Fregata minor","Great Frigatebird","Tob.53",2,"Fregata minor","Fregata","Fregatidae","Suliformes","Fregata minor","Fregata","Fregatidae","Pelecaniformes","Fregata minor","Fregata minor",116.8,98.2,25.6,21.8,19.6,567.8,364.5,203.2,64.2,396.5,1274.7,1.11,0.04,7.35548932961095,0.129721409659676,0.545391106466844,85.96,0.96,1,-1.13,1,-1.01,0.917096259,0.013326661,0,0,0.001517891,5.24e-05,36.86112139,28.5,0.74,0.26,1.21,-0.92,94.9406235329537
"676","Tobelo","Fregata ariel.1","Lesser Frigatebird","Tob.53",2,"Fregata ariel","Fregata","Fregatidae","Suliformes","Fregata ariel","Fregata","Fregatidae","Pelecaniformes","Fregata ariel","Fregata ariel",91.4,76.8,19.9,17.2,14.9,513,333,183.5,64.6,277,804.3,1.11,0.04,6.99336555539646,0.0332378045571246,0.545391106466844,82.44,0.83,1,-1.13,1,-1.01,0.744981624,0.02399387,0.000111405,0,0.093507907,0,38.83096902,37,1.43,1.82,1.56,-0.5,94.9406235329537
"677","Tobelo","Ptilinopus superbus","Superb Fruit-Dove","Tob.55",3,"Ptilinopus superbus","Ptilinopus","Columbidae","Columbiformes","Ptilinopus superbus","Ptilinopus","Columbidae","Columbiformes","Ptilinopus superbus","Ptilinopus superbus",17.8,9.3,4.3,4.1,21.7,132.6,41.3,91.6,31.1,72.2,118,0.5,-1.15,-2.7939068394622,-0.271559377805138,0.26601346518297,31.9,-1,1,-1.13,1,-1.01,0.176235721,0.139270521,0.007685464,0.000150519,0.027686305,0.015955339,25.95595342,83.5,0.34,-0.65,-0.73,1.79,39.0474966047156
"678","Tobelo","Ptilinopus hyogastrus","Gray-headed Fruit-Dove","Tob.55",3,"Ptilinopus hyogastrus","Ptilinopus","Columbidae","Columbiformes","Ptilinopus hyogastra","Ptilinopus","Columbidae","Columbiformes","Ptilinopus hyogastrus","Ptilinopus hyogastrus",19.2,10,5.2,5.2,21.9,125.8,34.8,92.9,27.2,62.6,136.5,0.27,-1.58,-2.64545138636785,-0.567297831856621,0.26601346518297,40.03,-0.7,1,-1.13,1,-1.01,0.092693787,0.162004992,0.006233556,0.000715105,0,0.100694867,24.37707359,60,0.55,-0.19,-1.01,0.63,39.0474966047156
"679","Tobelo","Ptilinopus granulifrons","Carunculated Fruit-Dove","Tob.55",3,"Ptilinopus granulifrons","Ptilinopus","Columbidae","Columbiformes","Ptilinopus granulifrons","Ptilinopus","Columbidae","Columbiformes","Ptilinopus granulifrons","Ptilinopus granulifrons",17.7,9.2,5,4.9,22.8,121,35.2,90,28.1,68.2,136.5,0.27,-1.58,-2.77062800791445,-0.496453521920617,0.26601346518297,31.9,-1,1,-1.13,1,-1.01,0.066167858,0.150887314,0.021538597,0,0.000175706,0.102392527,24.86866765,61,0.55,-0.19,-0.92,0.68,39.0474966047156
"680","Tobelo","Myiagra alecto.3","Shining Flycatcher","Tob.56",1,"Myiagra alecto","Myiagra","Monarchidae","Passeriformes","Monarcha alecto","Monarcha","Muscicapidae","Passeriformes","Myiagra alecto","Myiagra alecto",19.8,11.8,5.9,4.7,19.3,86.4,13.2,74.3,15,72.4,23.6,0.67,-0.82,-4.6138479353236,-0.972993531748651,0,44.99,-0.52,1,-1.13,1,-1.01,0.092443097,0.395498294,0.031385443,0.009905386,0,1.59e-05,33.02658362,46.33333333,0.42,-0.46,0.53,-0.04,0
"681","Tobelo","Alisterus amboinensis","Moluccan King-Parrot","Tob.57",1,"Alisterus amboinensis","Alisterus","Psittaculidae","Psittaciformes","Alisterus amboinensis","Alisterus","Psittacidae","Psittaciformes","Alisterus amboinensis","Alisterus amboinensis",28.6,21.8,14.1,22,22.4,204.8,81.2,123.5,39.7,227.5,153,1.48,0.75,3.21648815453137,0.703573528444566,0,46.06,-0.48,2,0.1,2,0.2,0.155904863,0.018687705,0.000129619,0.09543779,0.279185632,0.043218332,35.37017326,65.33333333,1.04,0.93,0.95,0.89,0
"682","Tobelo","Hypocharmosyna placentis","Red-flanked Lorikeet","Tob.58",1,"Hypocharmosyna placentis","Hypocharmosyna","Psittaculidae","Psittaciformes","Charmosyna placentis","Charmosyna","Psittacidae","Psittaciformes","Hypocharmosyna placentis","Charmosyna placentis",15.4,11.9,6.9,9.8,11.1,88.4,41.2,47.2,46.5,68.8,33.6,1.43,0.66,-4.31042650203704,0.43338888587877,0,44.11,-0.55,2,0.1,2,0.2,0.038225378,0.022594138,0.057727816,0.020273173,0.076385741,0.503031453,45.33567484,90,1.6,2.2,2.72,2.11,0
"683","Tobelo","Radjah radjah.1","Radjah Shelduck","Tob.60",1,"Radjah radjah","Radjah","Anatidae","Anseriformes","Tadorna radjah","Tadorna","Anatidae","Anseriformes","Radjah radjah","Tadorna radjah",46.3,32,20,14.8,50.1,270,100.2,160.6,38.5,98,885.2,1.38,0.55,4.64967879975922,0.107537409098532,0,159.86,3.64,4,2.54,4,2.62,0.250956522,0.514222222,0.006009662,0,0.004463768,0.0007343,33.57975308,39,0.23,-0.91,0.63,-0.4,0
"684","Tobelo","Tachybaptus ruficollis","Little Grebe","Tob.61",1,"Tachybaptus ruficollis","Tachybaptus","Podicipedidae","Podicipediformes","Podiceps ruficollis","Podiceps","Podicipedidae","Podicipediformes","Tachybaptus ruficollis","Tachybaptus ruficollis",23.9,11.5,4.4,6.7,35.4,100,31.6,66.6,32.2,29.1,169.4,1.24,0.29,-3.7115724057549,-0.316575102104138,0,86.81,0.99,4,2.54,4,2.62,0.505702776,0.026432161,0.000925063,0,0.01335421,0,29.87887481,35.25,0.3,-0.74,-0.03,-0.59,0
"685","Tobelo","Haliastur indus.1","Brahminy Kite","Tob.64",1,"Haliastur indus","Haliastur","Accipitridae","Accipitriformes","Haliastur indus","Haliastur","Accipitridae","Falconiformes","Haliastur indus","Haliastur indus",48.8,24.4,12.9,17,48.2,399.8,147,257.2,36.4,203.8,529,1.06,-0.06,5.27854908894951,0.0806730390427915,0,44.89,-0.53,2,0.1,2,0.2,0.113106608,0.124459927,0.017236679,5.64e-06,0.0001745,1.128e-05,27.42497777,39.75,0.24,-0.88,-0.47,-0.36,0
"686","Tobelo","Columba livia.1","Rock Pigeon","Tob.65",1,"Columba livia","Columba","Columbidae","Columbiformes","Columba livia","Columba","Columbidae","Columbiformes","Columba livia","Columba livia",23.2,12.1,4.3,5,26.5,219.6,98.8,120.4,45.1,105.5,354.2,1.09,-0.01,-0.46208297892947,0.913905909132489,0,39.71,-0.71,1,-1.13,1,-1.01,0.170957088,0.225995724,6.25e-05,6.26e-06,0.000356419,0.002597638,24.95820091,35.75,0.1,-1.19,-0.9,-0.56,0
"687","Tobelo","Spilopelia chinensis","Spotted Dove","Tob.66",1,"Spilopelia chinensis","Spilopelia","Columbidae","Columbiformes","Streptopelia chinensis","Streptopelia","Columbidae","Columbiformes","Streptopelia chinensis","Stigmatopelia chinensis",19.4,9.9,3.2,3.4,21.1,137.7,42.6,94.9,31,127.2,159,0.89,-0.39,-2.41979946093053,0.13048815306924,0,34.55,-0.9,2,0.1,2,0.2,0.172224702,0.080555121,0.008070509,3.3e-05,0.000267804,0,19.85373111,40.75,0.22,-0.93,-1.81,-0.32,0
"688","Tobelo","Calidris ruficollis.1","Red-necked Stint","Tob.67",3,"Calidris ruficollis","Calidris","Scolopacidae","Charadriiformes","Calidris ruficollis","Calidris","Scolopacidae","Charadriiformes","Calidris ruficollis","Calidris ruficollis",19,13.7,2.4,3.3,18.8,99.5,54.2,45.2,54.5,43.5,26.8,1.34,0.48,-5.35327826893193,0.717815389597506,0.85709527577763,61.64,0.08,2,0.1,2,0.2,0.089980955,0.378719286,0.106996784,6.24e-05,6.24e-05,3.12e-05,33.30158741,50,0.98,0.79,0.58,0.14,99.8867533605012
"689","Tobelo","Anarhynchus leschenaultii.1","Greater Sand-Plover","Tob.67",3,"Anarhynchus leschenaultii","Anarhynchus","Charadriidae","Charadriiformes","Charadrius leschenaultii","Charadrius","Charadriidae","Charadriiformes","Charadrius leschenaultii","Charadrius leschenaultii",26.5,16.4,4.2,5.4,36.5,136.4,72,63.5,53.1,49.8,74.8,1.31,0.43,-2.91877861464585,1.09173750220826,0.85709527577763,114.65,2,3,1.32,3,1.41,0.0461438815,0.353959792,0.0371495405,0,0.0003549595,0,30.187827935,44.75,0.34,-0.66,0.03,-0.12,99.8867533605012
"690","Tobelo","Actitis hypoleucos.3","Common Sandpiper","Tob.67",3,"Actitis hypoleucos","Actitis","Scolopacidae","Charadriiformes","Actitis hypoleucos","Actitis","Scolopacidae","Charadriiformes","Actitis hypoleucos","Actitis hypoleucos",30.1,19.9,3.1,4,22.4,109.9,51.1,55.4,48,57.4,48,1.31,0.43,-3.64679129521167,0.707075782612327,0.85709527577763,59.65,0.01,2,0.1,2,0.2,0.036661657,0.500401915,0.026771048,0,0,0,29.7095839,29,0.38,-0.55,-0.06,-0.89,99.8867533605012
"691","Tobelo","Ixobrychus flavicollis.1","Black Bittern","Tob.68",1,"Ixobrychus flavicollis","Ixobrychus","Ardeidae","Pelecaniformes","Dupetor flavicollis","Dupetor","Ardeidae","Ciconiiformes","Ixobrychus flavicollis","Ixobrychus flavicollis",87.5,66.2,9.3,13.1,64.8,201.2,58.8,134.2,30.4,61.5,321,1.07,-0.04,4.59338919810389,-0.310710263936475,0,85.96,0.96,2,0.1,2,0.2,0.4930734215,0.0438671485,0.02062672,3.4e-05,2.11e-05,0.000111734,29.15931567,43.75,0.51,-0.27,-0.16,-0.17,0
"692","Tobelo","Coracina atriceps","Moluccan Cuckooshrike","Tob.69",2,"Coracina atriceps","Coracina","Campephagidae","Passeriformes","Coracina atriceps","Coracina","Campephagidae","Passeriformes","Coracina atriceps","Coracina atriceps",34.7,20.2,12.1,12.4,26,159.7,46,112.9,28.9,127.9,139,0.79,-0.58,0.978990156510604,0.433779490783743,0.421231819738629,46.44,-0.47,1,-1.13,1,-1.01,0.221061617,0.343278875,0,0,0,0,30.44363178,14.5,0.69,0.13,0.07,-1.61,46.4381998268305
"693","Tobelo","Amaurornis olivacea","Plain Bush-hen","Tob.71",2,"Amaurornis olivacea","Amaurornis","Rallidae","Gruiformes","Amaurornis olivaceus","Amaurornis","Rallidae","Gruiformes","Amaurornis olivacea","Amaurornis olivacea",35.4,17,5.4,9.8,60.2,150.2,35.4,114.9,23.6,53.2,292,0.99,-0.2,0.505658113149059,-1.20626368276557,0.484662818630354,109.92,1.83,2,0.1,2,0.2,0.086038785,0.032555704,0.011736665,0,0.000216695,0.00023472,16.69779975,48,0.52,-0.24,-2.37,0.04,111.719785145706
